LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
147400.0,Honolulu,HI,96826,238990.0,Corporation,Unanswered,Male Owned,Non-Veteran,False,0,2020-04-30,Central Pacific Bank,HI-01
147312.5,Lahaina,HI,96761,453920.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,12,2020-04-30,First Hawaiian Bank,HI-02
147300.0,Honolulu,HI,96813,811121.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-06,First Hawaiian Bank,HI-01
147294.0,Honolulu,HI,96817,561320.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,13,2020-07-24,"Kabbage, Inc.",HI-01
147117.5,Lahaina,HI,96761,713990.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,False,12,2020-04-27,First Hawaiian Bank,HI-02
147000.0,Honolulu,HI,96817,524292.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,False,20,2020-04-28,"TransPecos Banks, SSB.",HI-01
146997.5,Puunene,HI,96784,238120.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,7,2020-05-01,First Hawaiian Bank,HI-02
146800.0,Hilo,HI,96720,624229.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,13,2020-04-14,First Hawaiian Bank,HI-02
146675.0,Lihue,HI,96766,624190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,19,2020-04-29,First Hawaiian Bank,HI-02
146641.0,Kapaa,HI,96746,522390.0,Corporation,Unanswered,Unanswered,Unanswered,False,25,2020-05-03,Cross River Bank,HI-02
146600.0,Hilo,HI,96720,722511.0,Corporation,Unanswered,Unanswered,Unanswered,False,0,2020-05-06,Central Pacific Bank,HI-02
146600.0,Honolulu,HI,96826,561510.0,Corporation,Unanswered,Unanswered,Unanswered,False,15,2020-04-14,First Hawaiian Bank,HI-01
146500.0,Kailua Kona,HI,96740,811121.0,Corporation,Unanswered,Unanswered,Unanswered,False,0,2020-04-30,Central Pacific Bank,HI-02
146300.0,Honolulu,HI,96819,541211.0,Limited Liability Company(LLC),Unanswered,Male Owned,Unanswered,False,11,2020-04-03,"American Savings Bank, FSB",HI-01
146300.0,Honolulu,HI,96813,531312.0,Corporation,Unanswered,Unanswered,Unanswered,False,12,2020-04-14,First Hawaiian Bank,HI-01
146255.0,Honolulu,HI,96817,561990.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,30,2020-04-30,First Hawaiian Bank,HI-01
146200.0,Honolulu,HI,96819,238220.0,Limited Liability Company(LLC),Asian,Male Owned,Veteran,False,9,2020-04-04,Hawaii National Bank,HI-01
146200.0,Kahului,HI,96732,812199.0,Limited Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,False,32,2020-04-09,"American Savings Bank, FSB",HI-02
146100.0,Honolulu,HI,96815,531312.0,Corporation,Unanswered,Unanswered,Unanswered,False,21,2020-04-10,First Hawaiian Bank,HI-01
146100.0,Waipahu,HI,96797,621111.0,Limited Liability Company(LLC),Hispanic,Male Owned,Unanswered,False,10,2020-04-04,"American Savings Bank, FSB",HI-01
146077.5,Honolulu,HI,96815,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,47,2020-04-15,First Hawaiian Bank,HI-01
146000.0,Waipahu,HI,96797,423120.0,Corporation,Unanswered,Unanswered,Unanswered,False,20,2020-04-10,First Hawaiian Bank,HI-01
146000.0,Kailua Kona,HI,96745,561320.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,8,2020-04-05,Bank of Hawaii,HI-02
146000.0,Kailua,HI,96734,811219.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-28,Central Pacific Bank,HI-02
146000.0,Honolulu,HI,96813,621111.0,Corporation,Unanswered,Unanswered,Unanswered,False,10,2020-04-07,"American Savings Bank, FSB",HI-01
145900.0,Honolulu,HI,96817,541310.0,Corporation,Unanswered,Unanswered,Unanswered,False,9,2020-04-08,Central Pacific Bank,HI-01
145800.0,Kula,HI,96790,111998.0,Corporation,Black or African American,Female Owned,Non-Veteran,False,12,2020-04-10,"American Savings Bank, FSB",HI-02
145800.0,Honolulu,HI,96814,517311.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,10,2020-04-09,First Hawaiian Bank,HI-01
145790.0,Honolulu,HI,96823,238110.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,False,17,2020-04-27,First Hawaiian Bank,HI-01
145700.0,Honolulu,HI,96815,621210.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,12,2020-04-12,Central Pacific Bank,HI-01
145700.0,Waipahu,HI,96797,238210.0,Limited Liability Company(LLC),Asian,Male Owned,Non-Veteran,False,14,2020-05-08,Hawaii National Bank,HI-01
145595.0,Koloa,HI,96756,487210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,25,2020-04-30,First Hawaiian Bank,HI-02
145500.0,Hilo,HI,96720,541310.0,Limited Liability Company(LLC),White,Male Owned,Unanswered,False,8,2020-04-06,First Hawaiian Bank,HI-02
145500.0,Honolulu,HI,96816,621210.0,Corporation,Asian,Male Owned,Non-Veteran,False,13,2020-04-08,"American Savings Bank, FSB",HI-01
145300.0,Honolulu,HI,96817,236118.0,Corporation,Asian,Male Owned,Unanswered,False,14,2020-04-05,"American Savings Bank, FSB",HI-01
145200.0,Kahului,HI,96732,532299.0,Corporation,White,Unanswered,Unanswered,False,18,2020-04-04,"American Savings Bank, FSB",HI-02
145190.0,Honolulu,HI,96817,424420.0,Corporation,Unanswered,Unanswered,Unanswered,False,16,2020-04-28,First Hawaiian Bank,HI-01
145012.5,Honolulu,HI,96814,561520.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-14,First Hawaiian Bank,HI-01
145000.0,Kealakekua,HI,96750,424490.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,10,2020-04-05,Central Pacific Bank,HI-02
144990.0,Kamuela,HI,96743,484122.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,False,17,2020-04-28,First Hawaiian Bank,HI-02
144900.0,Honolulu,HI,96813,621111.0,Corporation,Asian,Male Owned,Non-Veteran,False,12,2020-04-09,Ohana Pacific Bank,HI-01
144900.0,Honolulu,HI,96815,621610.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,23,2020-05-01,"American Savings Bank, FSB",HI-01
144872.0,Honolulu,HI,96819,334511.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,False,6,2020-05-04,First Hawaiian Bank,HI-01
144800.0,Ewa Beach,HI,96706,621210.0,Corporation,Unanswered,Unanswered,Unanswered,False,10,2020-04-07,Central Pacific Bank,HI-01
144600.0,Wailuku,HI,96793,444190.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,15,2020-04-11,Central Pacific Bank,HI-02
144600.0,Lihue,HI,96766,238990.0,Corporation,Unanswered,Female Owned,Unanswered,False,10,2020-04-05,"American Savings Bank, FSB",HI-02
144500.0,Waipahu,HI,96797,561730.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,4,2020-04-04,First Hawaiian Bank,HI-01
144500.0,Kihei,HI,96753,238340.0,Corporation,White,Male Owned,Non-Veteran,False,13,2020-04-08,"American Savings Bank, FSB",HI-02
144400.0,Aiea,HI,96701,337110.0,Corporation,Asian,Male Owned,Unanswered,False,20,2020-04-29,Hawaii National Bank,HI-01
144400.0,Honolulu,HI,96814,238330.0,Corporation,Asian,Unanswered,Unanswered,False,14,2020-04-07,"American Savings Bank, FSB",HI-01
144377.5,Honolulu,HI,96815,448120.0,Corporation,Unanswered,Unanswered,Unanswered,False,14,2020-04-28,First Hawaiian Bank,HI-01
144300.0,Mililani,HI,96789,238140.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-06-01,"American Savings Bank, FSB",HI-01
144207.0,Mililani,HI,96789,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,27,2020-05-01,First Hawaiian Bank,HI-01
144000.0,Honolulu,HI,96825,722515.0,Corporation,Asian,Female Owned,Unanswered,False,20,2020-04-03,"American Savings Bank, FSB",HI-01
143887.0,Hilo,HI,96720,722513.0,Limited Liability Company(LLC),Unanswered,Male Owned,Veteran,False,0,2020-05-03,Cross River Bank,HI-02
143800.0,Honolulu,HI,96819,423990.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,16,2020-04-05,"American Savings Bank, FSB",HI-01
143800.0,Lahaina,HI,96761,442110.0,Corporation,Unanswered,Unanswered,Unanswered,False,8,2020-04-28,First Hawaiian Bank,HI-02
143600.0,Honolulu,HI,96813,314120.0,Limited Liability Company(LLC),Unanswered,Male Owned,Unanswered,False,11,2020-04-04,"American Savings Bank, FSB",HI-01
143597.5,Honolulu,HI,96813,621340.0,Limited Liability Company(LLC),Asian,Unanswered,Unanswered,False,8,2020-04-14,First Hawaiian Bank,HI-01
143400.0,Waikoloa,HI,96738,238320.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,20,2020-04-12,"American Savings Bank, FSB",HI-02
143400.0,Kapolei,HI,96709,236116.0,Corporation,Unanswered,Male Owned,Non-Veteran,False,14,2020-04-12,Central Pacific Bank,HI-02
143400.0,Waipahu,HI,96797,238150.0,Corporation,Unanswered,Unanswered,Unanswered,False,8,2020-04-08,Central Pacific Bank,HI-01
143397.0,Kahului,HI,96732,334510.0,Corporation,Unanswered,Unanswered,Unanswered,False,10,2020-05-01,First Hawaiian Bank,HI-02
143300.0,Kapolei,HI,96707,722511.0,Corporation,Asian,Male Owned,Unanswered,False,25,2020-04-05,"American Savings Bank, FSB",HI-02
143300.0,Honolulu,HI,96814,621111.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-08,"American Savings Bank, FSB",HI-01
143282.0,Hanalei,HI,96714,722511.0,Corporation,Unanswered,Unanswered,Unanswered,False,33,2020-05-15,Bank of Hawaii,HI-02
143200.0,Honolulu,HI,96817,722513.0,Corporation,Unanswered,Unanswered,Unanswered,False,19,2020-04-10,Central Pacific Bank,HI-01
143100.0,Honolulu,HI,96813,541110.0,Corporation,Unanswered,Unanswered,Unanswered,False,9,2020-04-06,"American Savings Bank, FSB",HI-01
143000.0,Haleiwa,HI,96712,236220.0,Corporation,Unanswered,Unanswered,Unanswered,False,17,2020-04-05,"American Savings Bank, FSB",HI-02
142900.0,Pearl City,HI,96782,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,29,2020-04-14,First Hawaiian Bank,HI-01
142867.5,Honolulu,HI,96817,112920.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,9,2020-04-30,First Hawaiian Bank,HI-01
142800.0,Kailua,HI,96734,621210.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,16,2020-04-03,"American Savings Bank, FSB",HI-02
142800.0,Honolulu,HI,96814,236118.0,Corporation,Unanswered,Unanswered,Unanswered,False,36,2020-04-13,First Hawaiian Bank,HI-01
142700.0,Honolulu,HI,96813,541110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,8,2020-04-06,First Hawaiian Bank,HI-01
142700.0,Waipahu,HI,96797,238220.0,Corporation,Unanswered,Unanswered,Unanswered,False,9,2020-04-09,Central Pacific Bank,HI-01
142660.0,Kapolei,HI,96707,238910.0,Corporation,Unanswered,Unanswered,Unanswered,False,10,2020-04-28,First Hawaiian Bank,HI-02
142600.0,Kaunakakai,HI,96748,236220.0,Corporation,Unanswered,Unanswered,Unanswered,False,18,2020-05-01,"American Savings Bank, FSB",HI-02
142475.0,Hilo,HI,96720,721110.0,Corporation,Unanswered,Unanswered,Unanswered,False,18,2020-04-16,First Hawaiian Bank,HI-02
142400.0,Kailua Kona,HI,96740,238210.0,Corporation,Unanswered,Unanswered,Unanswered,False,0,2020-05-05,Central Pacific Bank,HI-02
142255.0,Wailuku,HI,96793,621340.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,8,2020-05-03,First Hawaiian Bank,HI-02
142245.0,Honolulu,HI,96817,236118.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,8,2020-05-03,Bank of Hawaii,HI-01
142100.0,Lahaina,HI,96761,238910.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,10,2020-04-11,"American Savings Bank, FSB",HI-02
142100.0,Aiea,HI,96701,446191.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,7,2020-04-06,Central Pacific Bank,HI-01
142100.0,Honolulu,HI,96813,333921.0,Limited Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,False,8,2020-04-07,Central Pacific Bank,HI-01
142000.0,Holualoa,HI,96725,531390.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,5,2020-04-15,First Hawaiian Bank,HI-02
142000.0,Hilo,HI,96720,441310.0,Corporation,Unanswered,Male Owned,Unanswered,False,13,2020-04-15,First Hawaiian Bank,HI-02
142000.0,Honolulu,HI,96826,813410.0,Professional Association,Unanswered,Unanswered,Unanswered,False,11,2020-04-14,Central Pacific Bank,HI-01
142000.0,Honolulu,HI,96826,561720.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,27,2020-07-04,Fountainhead SBF LLC,HI-01
141900.0,Lahaina,HI,96761,713990.0,Corporation,Unanswered,Unanswered,Unanswered,False,28,2020-04-11,First Hawaiian Bank,HI-02
141900.0,Volcano,HI,96785,445120.0,Corporation,Unanswered,Unanswered,Unanswered,False,28,2020-04-07,First Hawaiian Bank,HI-02
141900.0,Honolulu,HI,96813,813211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,6,2020-04-14,Central Pacific Bank,HI-01
141900.0,Honolulu,HI,96817,236210.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-28,First Hawaiian Bank,HI-01
141805.0,Hilo,HI,96720,621111.0,Corporation,Unanswered,Unanswered,Unanswered,False,8,2020-04-27,Bank of Hawaii,HI-02
141800.0,Honolulu,HI,96822,621210.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,16,2020-04-10,Central Pacific Bank,HI-01
141700.0,Honolulu,HI,96819,238340.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,17,2020-04-15,Central Pacific Bank,HI-01
141700.0,Lihue,HI,96766,442210.0,Corporation,White,Female Owned,Non-Veteran,False,9,2020-04-05,"American Savings Bank, FSB",HI-02
141700.0,Kamuela,HI,96743,721110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-15,First Hawaiian Bank,HI-02
141620.0,Hilo,HI,96720,313310.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,19,2020-04-05,"American Savings Bank, FSB",HI-02
141600.0,Honolulu,HI,96819,541330.0,Corporation,Unanswered,Unanswered,Unanswered,False,9,2020-04-06,"American Savings Bank, FSB",HI-01
141600.0,Kailua,HI,96734,541330.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,9,2020-04-06,"American Savings Bank, FSB",HI-02
141500.0,Waipahu,HI,96797,238320.0,Limited Liability Company(LLC),Unanswered,Male Owned,Unanswered,False,15,2020-04-05,"American Savings Bank, FSB",HI-01
141500.0,Lihue,HI,96766,561710.0,Corporation,Unanswered,Unanswered,Unanswered,False,10,2020-04-14,Central Pacific Bank,HI-02
141487.5,Honolulu,HI,96816,561622.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-05-15,First Hawaiian Bank,HI-01
141475.0,Makawao,HI,96768,713990.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,20,2020-04-28,Bank of Hawaii,HI-02
141300.0,Honolulu,HI,96817,238330.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,15,2020-04-05,"American Savings Bank, FSB",HI-01
141300.0,Hilo,HI,96720,444220.0,Corporation,Unanswered,Unanswered,Unanswered,False,24,2020-04-30,Umpqua Bank,HI-02
141257.5,Honolulu,HI,96814,523930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,10,2020-05-02,First Hawaiian Bank,HI-01
141200.0,Makawao,HI,96768,712110.0,Corporation,Unanswered,Unanswered,Unanswered,False,22,2020-04-05,"American Savings Bank, FSB",HI-02
141107.0,Honolulu,HI,96813,236118.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,9,2020-05-29,Bank of Hawaii,HI-01
141100.0,Hilo,HI,96720,238210.0,Corporation,Unanswered,Male Owned,Veteran,False,7,2020-04-16,Central Pacific Bank,HI-02
141100.0,Kailua,HI,96734,811121.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-29,First Home Bank,HI-02
141000.0,Honolulu,HI,96814,621210.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,8,2020-04-07,Central Pacific Bank,HI-01
141000.0,Waipahu,HI,96797,621320.0,Corporation,Unanswered,Female Owned,Veteran,False,15,2020-04-09,Central Pacific Bank,HI-01
140914.0,Haiku,HI,96708,238310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,8,2020-06-03,First Hawaiian Bank,HI-02
140900.0,Kailua,HI,96734,999990.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,25,2020-04-12,"American Savings Bank, FSB",HI-02
140900.0,Honolulu,HI,96817,624210.0,Corporation,Unanswered,Unanswered,Unanswered,False,13,2020-04-09,Central Pacific Bank,HI-01
140800.0,Honolulu,HI,96814,523930.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,7,2020-04-09,First Hawaiian Bank,HI-01
140700.0,Honolulu,HI,96813,813219.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,13,2020-04-10,Central Pacific Bank,HI-01
140500.0,Honolulu,HI,96813,621391.0,Limited Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,False,6,2020-04-11,Central Pacific Bank,HI-01
140500.0,Honolulu,HI,96814,541211.0,Corporation,Unanswered,Male Owned,Unanswered,False,9,2020-04-03,"American Savings Bank, FSB",HI-01
140500.0,Honolulu,HI,96813,621340.0,Limited Liability Company(LLC),White,Male Owned,Non-Veteran,False,9,2020-04-03,"American Savings Bank, FSB",HI-01
140500.0,Honolulu,HI,96813,541211.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,10,2020-04-08,First Hawaiian Bank,HI-01
140425.0,Honolulu,HI,96813,442110.0,Corporation,Unanswered,Unanswered,Unanswered,False,16,2020-04-05,Bank of Hawaii,HI-01
140400.0,Waimanalo,HI,96795,236115.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,13,2020-04-13,"American Savings Bank, FSB",HI-02
140400.0,Honolulu,HI,96813,541211.0,Limited Liability Company(LLC),Unanswered,Male Owned,Unanswered,False,10,2020-04-03,"American Savings Bank, FSB",HI-01
140300.0,Honolulu,HI,96813,541511.0,Corporation,Unanswered,Unanswered,Unanswered,False,7,2020-04-15,"American Savings Bank, FSB",HI-01
140300.0,Honolulu,HI,96822,445299.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,84,2020-04-09,Central Pacific Bank,HI-01
140300.0,Honolulu,HI,96822,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,17,2020-04-09,First Hawaiian Bank,HI-01
140200.0,Honolulu,HI,96819,624110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,14,2020-04-11,First Hawaiian Bank,HI-01
140200.0,Aiea,HI,96701,238220.0,Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-09,"American Savings Bank, FSB",HI-01
140145.0,Waipahu,HI,96797,238160.0,Limited Liability Company(LLC),Unanswered,Male Owned,Unanswered,False,0,2020-04-30,Central Pacific Bank,HI-01
140100.0,Wailuku,HI,96793,541211.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,8,2020-04-12,Central Pacific Bank,HI-02
140100.0,Kapolei,HI,96707,423390.0,Corporation,Unanswered,Male Owned,Non-Veteran,False,10,2020-05-01,"American Savings Bank, FSB",HI-02
140000.0,Honolulu,HI,96814,442291.0,Corporation,Unanswered,Unanswered,Unanswered,False,9,2020-04-14,Central Pacific Bank,HI-01
140000.0,Waipahu,HI,96797,238220.0,Corporation,Unanswered,Unanswered,Unanswered,False,8,2020-04-08,Central Pacific Bank,HI-01
140000.0,Kaneohe,HI,96744,621210.0,Limited Liability Company(LLC),Unanswered,Unanswered,Unanswered,False,13,2020-04-09,Central Pacific Bank,HI-02
140000.0,Honolulu,HI,96813,722513.0,Corporation,Unanswered,Unanswered,Unanswered,False,25,2020-05-03,"Newtek Small Business Finance, Inc.",HI-01
139992.5,Wailuku,HI,96793,441320.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,11,2020-04-14,First Hawaiian Bank,HI-02
139900.0,Hilo,HI,96720,221310.0,Corporation,Unanswered,Unanswered,Unanswered,False,16,2020-04-12,Central Pacific Bank,HI-02
